code_dep,departement,nom,slug,nom_geocodage,type_precis,tags_architecture,tags_cadre,score_esthetique,score_notoriete,plus_beaux_villages,description_courte,activites_notables,lat,lng,population,categorie_taille,unesco,site_classe
13,Bouches-du-Rhône,Salon-de-Provence,salon-de-provence,,Ville historique,renaissance,plaine,7,5,,"Ville natale de Nostradamus, Salon-de-Provence possède un centre historique charmant.","Château de l'Empéri, Fontaine Moussue",43.639893,5.098267,44194,ville_moyenne,,
13,Bouches-du-Rhône,Martigues,martigues,,Petite Venise provençale,provencal,bord_de_mer,7,5,,"Martigues, surnommée la Venise provençale, est connue pour ses canaux et son charme pittoresque.","Canaux de Martigues, Église Sainte-Madeleine",43.405506,5.055378,48298,ville_moyenne,,
13,Bouches-du-Rhône,Saint-Rémy-de-Provence,saint-remy-de-provence,,Ville artistique,provencal,colline,8,4,,"Lieu de naissance de Nostradamus, célèbre pour ses paysages et son influence artistique.","Monastère Saint-Paul-de-Mausole, Marchés provençaux",43.788704,4.830073,9599,petite_ville,,
13,Bouches-du-Rhône,La Ciotat,la-ciotat,,Ville balnéaire,art_deco,bord_de_mer,6,6,,"La Ciotat, connue pour ses plages et son chantier naval historique, est un agréable port de plaisance.","Calanques, Eden Théâtre",43.17499,5.608285,38477,ville_moyenne,,
13,Bouches-du-Rhône,Fuveau,fuveau,,Village provençal,provencal,colline,6,9,,Fuveau est un charmant village provençal avec une belle vue sur la Sainte-Victoire.,"Église Saint-Michel, Festival de la Sainte-Victoire",43.45486,5.561756,10337,ville_moyenne,,
13,Bouches-du-Rhône,Allauch,allauch,,Village en hauteur,provencal,colline,7,7,,"Perché sur une colline, Allauch offre des vues panoramiques sur Marseille et la Méditerranée.","Usine de santons, Randonnées",43.335686,5.482282,21443,ville_moyenne,,
13,Bouches-du-Rhône,Tarascon,tarascon,,Ville médiévale,"medieval, fortifie",plaine,7,5,,Tarascon est célèbre pour son château médiéval et sa légende de la Tarasque.,"Château de Tarascon, Fêtes médiévales",43.803913,4.656028,15396,ville_moyenne,,
13,Bouches-du-Rhône,La Sainte-Baume,la-sainte-baume,"Massif de la Sainte-Baume, Plan-d'Aups-Sainte-Baume",Site naturel,,"moyenne_montagne, foret",9,4,,La Sainte-Baume est un massif montagneux avec une grotte célèbre associée à Marie Madeleine.,"Pèlerinage, Grottes",43.279813,5.621728,6579,petite_ville,,
13,Bouches-du-Rhône,Les Alpilles,les-alpilles,"Massif des Alpilles, Saint-Rémy-de-Provence",Massif montagneux,,"moyenne_montagne, garrigue",8,4,,"Les Alpilles offrent un paysage idyllique, parsemé de villages et de sites historiques.","Randonnée, Sites archéologiques",43.788704,4.830073,9599,petite_ville,,
13,Bouches-du-Rhône,L'Estaque,lestaque,,Quartier pittoresque,provencal,bord_de_mer,7,6,,"L'Estaque est un quartier emblématique de Marseille, célèbre pour son inspiration impressionniste.","Plages, Musée de l'Estaque",43.36007,5.314969,886040,metropole,,
13,Bouches-du-Rhône,Carry-le-Rouet,carry-le-rouet,,Station balnéaire,provencal,bord_de_mer,6,6,,Carry-le-Rouet est une charmante station balnéaire avec de magnifiques plages.,"Port de plaisance, Parc Marin",43.330822,5.152412,5702,petite_ville,,
13,Bouches-du-Rhône,Rousset,rousset,,Village vigneron,provencal,vignoble,6,9,,Rousset est connu pour ses vignobles offrant des vins de qualité.,"Dégustations de vin, Randonnées dans les vignes",43.48114,5.622063,5425,petite_ville,,
13,Bouches-du-Rhône,Eygalières,eygalieres,,Village typique,provencal,colline,7,8,,Eygalières est un village pittoresque avec une vue imprenable sur les Alpilles.,"Eglise Saint-Laurent, Marchés locaux",43.76071,4.950063,1773,village,,
84,Vaucluse,Oppède-le-Vieux,oppede-le-vieux,,Village médiéval,medieval,colline,8,9,,"Perché sur une colline, Oppède-le-Vieux est un village médiéval chargé d'histoire.","Ruines du château, Randonnées",43.832276,5.156224,1285,village,,
14,Calvados,Beuvron-en-Auge,beuvron-en-auge,,Plus Beaux Villages de France,colombages,plaine,9,5,oui,"Beuvron-en-Auge est un village à colombages parfaitement conservé, symbole du Pays d'Auge.","Visite des maisons à colombages, Dégustation de produits locaux",49.1875,-0.045854,203,village,,
14,Calvados,Bayeux,bayeux,,Ville historique,"gothique, medieval",plaine,9,3,,Bayeux est célèbre pour sa tapisserie médiévale et sa cathédrale gothique.,"Tapisserie de Bayeux, Cathédrale Notre-Dame",49.276863,-0.701252,12659,ville_moyenne,,
14,Calvados,Honfleur,honfleur,,Port pittoresque,"normand, brique",bord_de_mer,9,2,,"Honfleur est un charmant port normand, célèbre pour ses quais colorés et ses artistes.","Visite du Vieux Bassin, Musée Eugène Boudin",49.4213,0.233484,6640,petite_ville,,
14,Calvados,Deauville,deauville,,Station balnéaire,belle_epoque,bord_de_mer,8,3,,"Deauville est connu pour ses plages, ses courses de chevaux et ses festivals de cinéma.","Promenade sur les Planches, Hipodrome de Deauville",49.359723,0.077345,3539,petite_ville,,
14,Calvados,Trouville-sur-Mer,trouville-sur-mer,,Ville balnéaire,belle_epoque,bord_de_mer,8,4,,Trouville-sur-Mer est une station balnéaire prisée avec ses plages et marchés animés.,"Marché aux poissons, Plage de Trouville",49.365864,0.083161,4619,petite_ville,,
14,Calvados,Pont-l'Évêque,pont-leveque,,Ville historique,normand,plaine,7,7,,Pont-l'Évêque est connu pour son fromage éponyme et son architecture normande.,"Visite des fromageries, Église Saint-Michel",49.286377,0.186066,5145,petite_ville,,
14,Calvados,Lisieux,lisieux,,Ville religieuse,"gothique, brique",plaine,7,5,,Lisieux est connue pour sa basilique dédiée à Sainte-Thérèse.,"Basilique Sainte-Thérèse, Palais épiscopal",49.145565,0.22599,19645,ville_moyenne,,
14,Calvados,Cabourg,cabourg,,Station balnéaire,belle_epoque,bord_de_mer,7,4,,Cabourg est une élégante station balnéaire avec ses plages et jardins fleuris.,"Promenade dans les jardins, Plage de Cabourg",49.290688,-0.116089,3725,petite_ville,,
14,Calvados,Villers-sur-Mer,villers-sur-mer,,Station balnéaire,belle_epoque,bord_de_mer,7,6,,Villers-sur-Mer est une station balnéaire familiale avec des plages et des riches falaises.,"Plage, Falaise des Vaches Noires",49.321945,-0.00547,2440,petite_ville,,
14,Calvados,Houlgate,houlgate,,Station balnéaire,belle_epoque,bord_de_mer,7,5,,Houlgate est appréciée pour son architecture Belle Époque et ses plages de sable fin.,"Balades sur la plage, Casino de Houlgate",49.30506,-0.075288,1834,village,,
14,Calvados,Falaise,falaise,,Ville historique,"medieval, fortifie",colline,7,6,,Falaise est connue pour être la ville natale de Guillaume le Conquérant.,"Château de Falaise, Église Saint-Gervais",48.897594,-0.198652,7680,petite_ville,,
14,Calvados,Caen,caen,,Ville historique,"gothique, renaissance",plaine,6,2,,Caen est une ville historique avec de nombreux monuments dédiés à Guillaume le Conquérant.,"Abbaye aux Hommes, Château de Caen",49.182194,-0.361802,109400,grande_ville,,
14,Calvados,Vire,vire,,Ville médiévale,"medieval, fortifie",colline,6,7,,Vire est une charmante ville médiévale avec des fortifications remarquables.,"Tour Saint-Sauveur, Balades en centre-ville",48.83836,-0.88929,17457,ville_moyenne,,
14,Calvados,Courseulles-sur-Mer,courseulles-sur-mer,,Station balnéaire,normand,bord_de_mer,6,5,,Courseulles-sur-Mer est une petite station balnéaire sur la Côte de Nacre.,"Musée Juno Beach, Port de pêche",49.33563,-0.457172,4268,petite_ville,,
14,Calvados,Arromanches-les-Bains,arromanches-les-bains,,Ville historique,normand,bord_de_mer,7,4,,Arromanches est célèbre pour ses restes du port artificiel du Débarquement de 1944.,"Musée du Débarquement, Visite des pontons",49.339966,-0.622574,413,village,,
14,Calvados,Creully,creully,,Village médiéval,"medieval, fortifie",colline,6,9,,Creully est un village médiéval dominé par son château fort.,"Château de Creully, Balades autour du village",49.28579,-0.538089,2261,petite_ville,,
14,Calvados,Port-en-Bessin-Huppain,port-en-bessin-huppain,,Port de pêche,normand,bord_de_mer,6,6,,"Port-en-Bessin est un port de pêche animé, célèbre pour sa pêche de coquilles Saint-Jacques.","Marché aux poissons, Port de pêche",49.348637,-0.755991,1876,village,,
14,Calvados,Ouistreham,ouistreham,,Station balnéaire,belle_epoque,bord_de_mer,6,5,,Ouistreham est une station balnéaire avec une belle plage et un port de plaisance.,"Plage de Ouistreham, Casino",49.27621,-0.258613,9212,petite_ville,,
15,Cantal,Salers,salers,,Plus Beaux Villages de France,"medieval, granit",moyenne_montagne,10,4,oui,Salers est un village médiéval réputé pour ses maisons en pierres volcaniques et ses paysages environnants spectaculaires.,"Visite de la Maison de la Salers, Dégustation de fromage de Salers",45.138683,2.494854,310,village,,
15,Cantal,Tournemire,tournemire,,Plus Beaux Villages de France,"medieval, granit",moyenne_montagne,9,6,oui,"Tournemire est connu pour le Château d'Anjony, un exemple remarquable d'architecture médiévale dans un cadre naturel enchanteur.","Visite du Château d'Anjony, Randonnée dans les alentours",45.054367,2.48108,116,hameau,,
15,Cantal,Aurillac,aurillac,,Ville,"classique, brique",moyenne_montagne,6,6,,"Aurillac est la préfecture du Cantal, connue pour ses festivals et son ambiance vivante.","Festival International de Théâtre de Rue, Musée d'Art et d'Archéologie",44.928772,2.445703,26214,ville_moyenne,,
15,Cantal,Chaudes-Aigues,chaudes-aigues,,Cité thermale,belle_epoque,moyenne_montagne,7,5,,"Chaudes-Aigues est célèbre pour ses sources thermales naturelles, les plus chaudes d'Europe.","Centre thermal Caleden, Visite de l'église romane Saint-Martin",44.854004,3.004247,813,village,,
61,Orne,Le Lioran,le-lioran,,Station de montagne,savoyard,haute_montagne,8,7,,"Le Lioran est une station de ski réputée, offrant de nombreuses activités hivernales et estivales.","Ski alpin et nordique, Randonnée et VTT",48.474836,0.043613,336,village,,
15,Cantal,Puy Mary,puy-mary,"Puy Mary, Dienne",Site naturel,null,haute_montagne,10,3,,"Le Puy Mary est un sommet emblématique du Cantal, offrant une vue panoramique sur les volcans d'Auvergne.","Randonnée jusqu'au sommet, Observatoire de la faune et de la flore",45.135501,2.829783,1770,village,,
15,Cantal,Murat,murat,,Cité de caractère,"medieval, granit",moyenne_montagne,7,5,,Murat séduit par son patrimoine historique et son cadre naturel préservé.,"Église Notre-Dame-des-Oliviers, Les vestiges de Murat",45.11095,2.870406,1770,village,,
15,Cantal,Saint-Flour,saint-flour,,Ville fortifiée,"gothique, fortifie",moyenne_montagne,7,5,,"Saint-Flour, ville perchée, est connue pour sa cathédrale gothique et ses remparts.","Cathédrale Saint-Pierre, Musée de la Haute-Auvergne",45.033356,3.091408,6391,petite_ville,,
15,Cantal,Vic-sur-Cère,vic-sur-cere,,Station thermale,belle_epoque,moyenne_montagne,6,7,,Vic-sur-Cère est une charmante station thermale avec de beaux parcs et jardins.,"Source thermale, Jardin des Carmes",44.97978,2.624809,1905,village,,
15,Cantal,Viaduc de Garabit,viaduc-de-garabit,"Viaduc de Garabit, Ruynes-en-Margeride",Ouvrage d'art,classique,riviere,9,4,,"Chef-d'œuvre d'ingénierie conçu par Gustave Eiffel, offrant une vue spectaculaire sur la vallée de la Truyère.","Randonnées environnantes, Exposition sur la construction du viaduc",45.00119,3.223082,719,village,,
15,Cantal,Calvinet,calvinet,,Village pittoresque,occitan,colline,6,8,,"Calvinet est un petit village charmant, parfait pour une escale paisible.","Église Saint-Barthélémy, Randonnées locales",44.720112,2.363626,717,village,,
15,Cantal,Plomb du Cantal,plomb-du-cantal,"Plomb du Cantal, Albepierre-Bredons",Sommet montagneux,null,haute_montagne,10,3,,"Culminant à 1 855 mètres, le Plomb du Cantal offre des panoramas époustouflants sur l'Auvergne.","Randonnée et ski, Observation de la nature",45.078527,2.832259,242,village,,
15,Cantal,Château d'Alleuze,chateau-dalleuze,"Château d'Alleuze, Alleuze",Château médiéval,"medieval, fortifie",moyenne_montagne,8,7,,"Les ruines du château médiéval d'Alleuze se dressent majestueusement sur une colline, offrant un décor pittoresque.","Visite libre des ruines, Randonnées alentours",45.029159,3.093348,6391,petite_ville,,
15,Cantal,Lac de Saint-Étienne-Cantalès,lac-de-saint-etienne-cantales,"Lac de Saint-Étienne-Cantalès, Saint-Gérons",Site naturel,null,lac,7,6,,Ce lac artificiel est idéal pour les activités nautiques et la détente au bord de l'eau.,"Pêche et baignade, Randonnée autour du lac",44.963322,2.196199,785,village,,
16,Charente,Aubeterre-sur-Dronne,aubeterre-sur-dronne,,Plus Beaux Villages de France,"medieval, troglodyte",village_perche,9,5,oui,Aubeterre-sur-Dronne est célèbre pour son église souterraine monolithique de Saint-Jean.,"Église souterraine Saint-Jean, Marché local",45.270622,0.171609,312,village,,
16,Charente,Angoulême,angouleme,,Ville d'art et d'histoire,"roman, gothique, belle_epoque",colline,7,4,,Connue pour ses remparts et son festival de la bande dessinée.,"Cathédrale Saint-Pierre, Festival de la BD",45.64863,0.156094,41908,ville_moyenne,,
16,Charente,Cognac,cognac,,Ville,"renaissance, classique",riviere,8,4,,Célèbre pour ses maisons de Cognac et son riche patrimoine architectural.,"Maison de Cognac, Château de Cognac",45.69469,-0.326804,18532,ville_moyenne,,
16,Charente,Jarnac,jarnac,,Petite ville,classique,riviere,7,5,,"Ville natale de François Mitterrand, elle dispose d'un cadre charmant sur la Charente.","Espace Mitterrand, Maison du Cognac",45.67845,-0.174365,4486,petite_ville,,
16,Charente,Toste,toste,"Abbaye de Saint-Amant-de-Boixe, Toste",Abbaye,roman,colline,8,6,,Belle abbaye romane située dans un cadre rural paisible.,"Visite de l'abbaye, Randonnée",45.85587,0.152731,393,village,,
16,Charente,La Rochefoucauld,la-rochefoucauld,,Château,"renaissance, medieval",colline,8,5,,"Château imposant surplombant la Tardoire, avec de magnifiques jardins.","Visite du château, Jardin à la française",45.7408,0.387487,4025,petite_ville,,
16,Charente,Villebois-Lavalette,villebois-lavalette,,Cité médiévale,"medieval, bastide",colline,7,8,,Charmante petite cité dotée d'une halle médiévale intacte.,"Visite de la halle, Château",45.482025,0.279949,717,village,,
16,Charente,Bayers,bayers,,Village,medieval,plaine,6,9,,Petit village avec un château médiéval et un cadre agrémenté par la campagne environnante.,Visite du château de Bayers,45.921808,0.228781,647,village,,
16,Charente,Verteuil-sur-Charente,verteuil-sur-charente,,Village,"medieval, renaissance",riviere,8,7,,Village pittoresque avec un château surplombant la Charente.,"Château de Verteuil, Balade le long de la Charente",45.981956,0.230183,580,village,,
16,Charente,Barbezieux-Saint-Hilaire,barbezieux-saint-hilaire,,Petite ville,"medieval, gothique",colline,6,5,,Petite ville abritant un château offrant une vue panoramique sur les environs.,"Château de Barbezieux, Visite de l'église Saint-Mathias",45.470966,-0.154584,4726,petite_ville,,
16,Charente,Ruffec,ruffec,,Ville,"roman, gothique",plaine,5,6,,"Ruffec est une petite ville charentaise typique, avec un centre historique agréable.","Église Saint-André, Marché hebdomadaire",46.028683,0.200246,3449,petite_ville,,
16,Charente,Mansle,mansle,,Village,roman,riviere,5,9,,"Village paisible bordé par la Charente, avec quelques belles maisons romanes.","Balades en canoë, Visite de l'église",45.876507,0.179423,2088,petite_ville,,
16,Charente,Montbron,montbron,,Village,medieval,"colline, riviere",6,7,,"Village avec des fortifications médiévales, situé sur une petite colline.","Château médiéval, Randonnée",45.66842,0.499928,2000,village,,
16,Charente,Château de La Rochefoucauld,chateau-de-la-rochefoucauld,"Château de La Rochefoucauld, La Rochefoucauld",Château,"renaissance, medieval",colline,7,5,,Château bien conservé avec des éléments de la Renaissance et médiévaux.,"Visite du château, Expositions d'art",45.73615,0.419233,825,village,,
16,Charente,Château de Bayers,chateau-de-bayers,"Château de Bayers, Bayers",Château,medieval,plaine,6,9,,Château médiéval offrant des vues sur le village de Bayers.,"Visites guidées, Ateliers historiques",45.921808,0.228781,647,village,,
17,Charente-Maritime,Ars-en-Ré,ars-en-re,,Plus Beaux Villages de France,"romain, port_peche","ile, bord_de_mer",9,5,oui,"Charmant village insulaire, Ars-en-Ré est reconnu pour son port pittoresque et son église Sallong, avec son clocher noir et blanc.","Visite de l'église d'Ars-en-Ré, Marché quotidien",46.207962,-1.516024,1314,village,,
17,Charente-Maritime,La Flotte,la-flotte,,Plus Beaux Villages de France,"romain, port_peche","ile, bord_de_mer",9,5,oui,"Village maritime au charme préservé, La Flotte arbore un des plus beaux marchés de France et un port animé.","Marché médiéval, Visite du Fort La Prée",46.187126,-1.325695,3150,petite_ville,,
17,Charente-Maritime,Mornac-sur-Seudre,mornac-sur-seudre,,Plus Beaux Villages de France,"medieval, colombages","village_perche, riviere",8,7,oui,Ce village est réputé pour ses ruelles étroites bordées de maisons à colombages et son port ostréicole traditionnel.,"Visite de la Seudre en bateau, Découverte des marais salants",45.710655,-1.027521,877,village,,
17,Charente-Maritime,Talmont-sur-Gironde,talmont-sur-gironde,,Plus Beaux Villages de France,"romain, fortifie","bord_de_mer, falaise",10,5,oui,"Surplombant l'estuaire de la Gironde, Talmont est célèbre pour son église romane et ses ruelles fleuries.","Visite de l'Église Sainte-Radegonde, Balade sur les falaises",45.535275,-0.906913,77,hameau,,
17,Charente-Maritime,La Rochelle,la-rochelle,,Ville portuaire,"medieval, port_peche",bord_de_mer,10,1,,"Ville emblématique de la Charente-Maritime, La Rochelle est connue pour ses tours médiévales et son vieux port.","Tour Saint-Nicolas, Musée Maritime",46.15778,-1.153455,79851,grande_ville,,
17,Charente-Maritime,Saintes,saintes,,Ville gallo-romaine,"gallo-romain, medieval",riviere,8,5,,Saintes est célèbre pour ses monuments gallo-romains et son Abbaye aux Dames.,"Amphithéâtre gallo-romain, Abbaye aux Dames",45.746223,-0.631541,25363,ville_moyenne,,
17,Charente-Maritime,Rochefort,rochefort,,Ville maritime,"classique, fortifie","riviere, plaine",7,4,,"Ville née des arsenaux royaux, Rochefort se distingue par sa corderie royale et son musée de la marine.","Corderie Royale, Musée National de la Marine",45.93606,-0.961229,23460,ville_moyenne,,
17,Charente-Maritime,Île de Ré,ile-de-re,"Île de Ré, Saint-Martin-de-Ré",Île,"fortifie, basque","ile, bord_de_mer",9,2,,"Destination prisée, l'île de Ré charme par ses plages et ses villages pittoresques fortifiés.","Phare des Baleines, Réserve naturelle Lilleau des Niges",46.204647,-1.368355,2355,petite_ville,,
17,Charente-Maritime,Île d'Oléron,ile-doleron,"Île d'Oléron, Saint-Pierre-d'Oléron",Île,fortifie,"ile, bord_de_mer",9,3,,"L'île d'Oléron est célèbre pour ses plages et son patrimoine maritime, incluant le Fort Boyard.","Fort Boyard, Citadelle du Château-d'Oléron",45.943394,-1.306401,6633,petite_ville,,
17,Charente-Maritime,Royan,royan,,Station balnéaire,"art_deco, port_peche",bord_de_mer,7,4,,"Royan, station balnéaire renommée, se distingue par son architecture art déco et ses plages de sable fin.","Église Notre-Dame, Marché couvert",45.623943,-1.029272,19425,ville_moyenne,,
17,Charente-Maritime,Brouage,brouage,,Citadelle,"fortifie, colombages",plaine,8,6,,"Ancienne place forte, Brouage est entourée de marais et connue pour ses fortifications impressionnantes.","Les remparts de Brouage, Maison de Brouage",46.304946,-0.985681,4476,petite_ville,,
17,Charente-Maritime,Marennes,marennes,,Ville ostréicole,romain,"bord_de_mer, riviere",6,5,,"Réputée pour ses huîtres, Marennes offre une découverte passionnante des cabanes ostréicoles et de son patrimoine.","Visite des cabanes ostréicoles, Église Saint-Pierre",45.82198,-1.107066,6163,petite_ville,,
17,Charente-Maritime,Fouras,fouras,,Station balnéaire,belle_epoque,"bord_de_mer, plaine",6,7,,Fouras est une charmante station balnéaire avec vue sur le Fort Boyard et un riche patrimoine Belle Époque.,"Fort Vauban, Plages de Fouras",45.987022,-1.09492,4148,petite_ville,,
17,Charente-Maritime,Crazannes,crazannes,,Village médiéval,"medieval, fortifie","riviere, plaine",7,8,,Crazannes est reconnu pour son château de contes de fées et ses carrières de pierre.,"Château de Crazannes, Carrières de Crazannes",45.847263,-0.705192,442,village,,
17,Charente-Maritime,Saint-Martin-de-Ré,saint-martin-de-re,,Village fortifié,"fortifie, medieval","ile, bord_de_mer",9,3,,Village fortifié classé au patrimoine mondial de l'UNESCO pour ses fortifications.,"Visites des remparts, Port de Saint-Martin",46.204647,-1.368355,2355,petite_ville,,
17,Charente-Maritime,Port-des-Barques,port-des-barques,,Village côtier,port_peche,"bord_de_mer, ile",6,9,,"Petit village pittoresque, Port-des-Barques offre un accès direct à l'île Madame.","Traversée vers l'île Madame, Découverte des plages",45.94909,-1.078604,1780,village,,
17,Charente-Maritime,Esnandes,esnandes,,Village côtière,gothique,bord_de_mer,6,9,,Esnandes est connu pour son église fortifiée et ses paysages littoraux.,"Église Saint-Martin d'Esnandes, Observation des marais",46.251328,-1.115116,2224,petite_ville,,
17,Charente-Maritime,Saint-Palais-sur-Mer,saint-palais-sur-mer,,Station balnéaire,art_deco,bord_de_mer,6,7,,Saint-Palais-sur-Mer charme par ses plages et son atmosphère balnéaire.,"Plage de la Grande Côte, La Palmyre et son zoo",45.64319,-1.088783,3840,petite_ville,,
18,Cher,Apremont-sur-Allier,apremont-sur-allier,,Plus Beaux Villages de France,"medieval, fortifie",riviere,9,5,oui,"Charmant village fortifié des bords de l'Allier, célèbre pour son parc floral.","Château d'Apremont, Parc floral",46.90696,3.047665,66,hameau,,
18,Cher,Bourges,bourges,,Ville historique,"gothique, renaissance",plaine,8,3,,"Capitale historique du Berry, célèbre pour sa cathédrale Saint-Étienne.","Cathédrale Saint-Étienne, Palais Jacques Coeur",47.085064,2.397234,64186,grande_ville,,
18,Cher,Sancerre,sancerre,,Village viticole,medieval,"colline, vignoble",8,4,,"Charmant village perché, cœur d'une région viticole célèbre.","Dégustation de vin, Tour des Fiefs",47.331573,2.839433,1269,village,,
18,Cher,Château de Meillant,chateau-de-meillant,"Château de Meillant, Meillant",Château,renaissance,plaine,7,5,,Magnifique château renaissance présentant des décors somptueux.,"Visite guidée, Parc du château",46.732278,2.503621,9899,petite_ville,,
18,Cher,Château de Boucard,chateau-de-boucard,"Château de Boucard, Le Noyer",Château,renaissance,plaine,7,6,,Élégant château de la Renaissance avec ses jardins à la française.,"Visite du château, Spectacles artistiques",47.33093,2.7011,403,village,,
18,Cher,La Borne,la-borne,,Village de potiers,brique,foret,6,7,,"Village renommé pour ses poteries, niché au cœur d'une forêt.","Ateliers de poterie, Marché artisanal",47.280108,2.573062,424,village,,
18,Cher,Vierzon,vierzon,,Ville industrielle,brique,riviere,5,5,,"Ancienne ville de cheminots, avec des vestiges industriels.","Musée de Vierzon, Ballades sur le Canal de Berry",47.22237,2.067445,25068,ville_moyenne,,
18,Cher,Château de La Verrerie,chateau-de-la-verrerie,"Château de La Verrerie, Oizon",Château,renaissance,"foret, lac",6,7,,"Château entouré de forêts, connu pour son cadre paisible.","Visites guidées, Promenades en barque",47.418983,2.511623,664,village,,
18,Cher,Château de Menetou-Salon,chateau-de-menetou-salon,"Château de Menetou-Salon, Menetou-Salon",Château,gothique,vignoble,7,6,,Superbe château gelegen au cœur d'un domaine viticole.,"Dégustation de vin, Visites guidées",47.232151,2.534065,415,village,,
18,Cher,Nançay,nancay,,Village,colombages,foret,6,9,,Village de la Sologne connu pour son centre de radioastronomie.,"Centre de radioastronomie, Promenades en forêt",47.349854,2.195382,748,village,,
18,Cher,Henrichemont,henrichemont,,Village,renaissance,colline,6,8,,"Village fondé par Sully, avec une architecture unique.","Église Notre-Dame, Fêtes traditionnelles",47.303474,2.525576,1721,village,,
18,Cher,Lunery,lunery,,Village,roman,plaine,5,10,,Petit village paisible avec une église romane à découvrir.,"Visite de l'église, Balades champêtres",46.935394,2.269639,1486,village,,
19,Corrèze,Collonges-la-Rouge,collonges-la-rouge,,Plus Beaux Villages de France,"gres_rouge, mediéval",colline,10,4,oui,"Un village entièrement construit en grès rouge, offrant un charme médiéval unique.","Visite de l'église Saint-Pierre, Sentiers de randonnée",45.061256,1.654563,478,village,,
19,Corrèze,Curemonte,curemonte,,Plus Beaux Villages de France,"medieval, fortifie",colline,9,6,oui,Un village pittoresque avec trois châteaux et plusieurs maisons nobles.,"Visite des châteaux, Promenades dans le village",45.002903,1.741914,219,village,,
19,Corrèze,Saint-Robert,saint-robert,,Plus Beaux Villages de France,"romane, medieval",colline,8,7,oui,Un bourg de caractère avec une vue panoramique sur la campagne environnante.,"Visite de l'église Saint-Robert, Marché local",45.255154,1.293857,294,village,,
19,Corrèze,Ségur-le-Château,segur-le-chateau,,Plus Beaux Villages de France,"medieval, colombages",riviere,8,5,oui,"Un village médiéval au charme intact, niché dans une boucle de rivière.","Randonnées, Visite du château en ruine",45.42908,1.30394,202,village,,
19,Corrèze,Turenne,turenne,,Plus Beaux Villages de France,"medieval, fortifie",colline,9,5,oui,"Perché sur une colline, Turenne offre un patrimoine architectural riche avec ses maisons nobles.","Visite des tours, Randonnées panoramiques",45.053528,1.581679,801,village,,
19,Corrèze,Brive-la-Gaillarde,brive-la-gaillarde,,Ville historique,"medieval, renaissance",plaine,6,5,,Ville dynamique avec un patrimoine médiéval bien préservé.,"Collégiale Saint-Martin, Foires et marchés",45.157867,1.533194,47095,ville_moyenne,,
19,Corrèze,Uzerche,uzerche,,Cité médiévale,"medieval, romane",colline,8,6,,"Surnommée la perle du Limousin, Uzerche se distingue par ses charmantes ruelles et bâtisses médiévales.","Promenade en ville, Visite de l'abbaye Saint-Pierre",45.422623,1.563343,2814,petite_ville,,
19,Corrèze,Beaulieu-sur-Dordogne,beaulieu-sur-dordogne,,Village médiéval,"romane, colombages",riviere,7,5,,"Un village plein de charme au bord de la Dordogne, avec un patrimoine romane riche.","Visite de l'Église abbatiale, Balade en barque",44.978344,1.838346,1310,village,,
19,Corrèze,Gimel-les-Cascades,gimel-les-cascades,,Site naturel,,"moyenne_montagne, riviere",9,7,,L'un des plus beaux sites naturels avec trois cascades spectaculaires.,"Randonnée sur les sentiers, Visite des cascades",45.29882,1.851311,755,village,,
19,Corrèze,Treignac,treignac,,Village de caractère,"medieval, gothique",moyenne_montagne,7,9,,"Village ancien sur les bords de la Vézère, connu pour ses maisons médiévales.","Festival d'été, Visite de l'église Notre-Dame-des-Bans",45.537563,1.794594,1256,village,,
19,Corrèze,Égletons,egletons,,Ville fortifiée,"medieval, fortifie",moyenne_montagne,6,8,,Ancienne ville fortifiée avec un charmant centre historique.,"Visite du musée du cheval, Marchés locaux",45.405537,2.046556,4341,petite_ville,,
19,Corrèze,Argentat-sur-Dordogne,argentat-sur-dordogne,,Bourg pittoresque,"colombages, roman",riviere,6,5,,Connue pour ses quais pavés et ses maisons à colombages.,"Promenade en gabare, Visite des quais",45.093693,1.938243,2881,petite_ville,,
19,Corrèze,Aubazine,aubazine,,Abbaye,"romane, monastique",colline,8,7,,Connu pour son abbaye cistercienne et son canal des moines.,"Visite de l'abbaye, Randonnée sur le canal",45.290272,1.895998,489,village,,
19,Corrèze,Bort-les-Orgues,bort-les-orgues,,Site naturel,,plateau,9,5,,"Dominée par d'impressionnantes falaises, un panorama spectaculaire.","Randonnée, Visite du barrage de Bort-les-Orgues",45.40035,2.499703,2483,petite_ville,,
19,Corrèze,Tulle,tulle,,Ville,"romane, gothique",vallee,6,4,,"Capitale de la Corrèze, Tulle est reconnue pour ses ruelles escarpées et ses maisons traditionnelles.","Visite de la cathédrale Notre-Dame, Musée du cloître",45.2665,1.770808,13401,ville_moyenne,,
19,Corrèze,Meymac,meymac,,Village historique,"roman, colombages",plateau,7,7,,Un village accueillant avec son abbatiale et son beffroi.,"Visite du centre d'art contemporain, Fêtes traditionnelles",45.534977,2.146876,2389,petite_ville,,
19,Corrèze,Beynat,beynat,,Village,medieval,colline,6,9,,Petit village connu pour ses feux de la Saint-Jean.,"Sentiers de randonnée, Visite de l'église romane",45.12513,1.72313,1318,village,,
